orig_book_index	orig_chapter	orig_verse	orig_subverse	order_by	text
43N	5	45		31000	μὴ δοκεῖτε ὅτι ἐγὼ κατηγορήσω ὑμῶν πρὸς τὸν πατέρα ἔστιν ὁ κατηγορῶν ὑμῶν Μωϋσῆς εἰς ὃν ὑμεῖς ἠλπίκατε
43N	5	46		31010	εἰ γὰρ ἐπιστεύετε Μωϋσεῖ ἐπιστεύετε ἂν ἐμοί περὶ γὰρ ἐμοῦ ἐκεῖνος ἔγραψεν
43N	5	47		31020	εἰ δὲ τοῖς ἐκείνου γράμμασιν οὐ πιστεύετε πῶς τοῖς ἐμοῖς ῥήμασιν πιστεύσετε
43N	6	1		31030	Μετὰ ταῦτα ἀπῆλθεν ὁ Ἰησοῦς πέραν τῆς θαλάσσης τῆς Γαλιλαίας τῆς Τιβεριάδος
43N	6	2		31040	ἠκολούθει δὲ αὐτῷ ὄχλος πολύς ὅτι ἐθεώρουν τὰ σημεῖα ἃ ἐποίει ἐπὶ τῶν ἀσθενούντων
43N	6	3		31050	ἀνῆλθεν δὲ εἰς τὸ ὄρος Ἰησοῦς καὶ ἐκεῖ ἐκάθητο μετὰ τῶν μαθητῶν αὐτοῦ
43N	6	4		31060	ἦν δὲ ἐγγὺς τὸ πάσχα ἡ ἑορτὴ τῶν Ἰουδαίων
43N	6	5		31070	ἐπάρας οὖν τοὺς ὀφθαλμοὺς ὁ Ἰησοῦς καὶ θεασάμενος ὅτι πολὺς ὄχλος ἔρχεται πρὸς αὐτὸν λέγει πρὸς Φίλιππον Πόθεν ἀγοράσωμεν ἄρτους ἵνα φάγωσιν οὗτοι
43N	6	6		31080	τοῦτο δὲ ἔλεγεν πειράζων αὐτόν αὐτὸς γὰρ ᾔδει τί ἔμελλεν ποιεῖν
43N	6	7		31090	ἀπεκρίθη αὐτῷ Φίλιππος Διακοσίων δηναρίων ἄρτοι οὐκ ἀρκοῦσιν αὐτοῖς ἵνα ἕκαστος βραχύ τι λάβῃ
43N	6	8		31100	λέγει αὐτῷ εἷς ἐκ τῶν μαθητῶν αὐτοῦ Ἀνδρέας ὁ ἀδελφὸς Σίμωνος Πέτρου
43N	6	9		31110	Ἔστιν παιδάριον ὧδε ὃς ἔχει πέντε ἄρτους κριθίνους καὶ δύο ὀψάρια ἀλλὰ ταῦτα τί ἐστιν εἰς τοσούτους
43N	6	10		31120	εἶπεν ὁ Ἰησοῦς Ποιήσατε τοὺς ἀνθρώπους ἀναπεσεῖν ἦν δὲ χόρτος πολὺς ἐν τῷ τόπῳ ἀνέπεσαν οὖν οἱ ἄνδρες τὸν ἀριθμὸν ὡς πεντακισχίλιοι
43N	6	11		31130	ἔλαβεν οὖν τοὺς ἄρτους ὁ Ἰησοῦς καὶ εὐχαριστήσας διέδωκεν τοῖς ἀνακειμένοις ὁμοίως καὶ ἐκ τῶν ὀψαρίων ὅσον ἤθελον
43N	6	12		31140	ὡς δὲ ἐνεπλήσθησαν λέγει τοῖς μαθηταῖς αὐτοῦ Συναγάγετε τὰ περισσεύσαντα κλάσματα ἵνα μή τι ἀπόληται
43N	6	13		31150	συνήγαγον οὖν καὶ ἐγέμισαν δώδεκα κοφίνους κλασμάτων ἐκ τῶν πέντε ἄρτων τῶν κριθίνων ἃ ἐπερίσσευσαν τοῖς βεβρωκόσιν
43N	6	14		31160	οἱ οὖν ἄνθρωποι ἰδόντες ὃ ἐποίησεν σημεῖον ἔλεγον ὅτι Οὗτός ἐστιν ἀληθῶς ὁ προφήτης ὁ ἐρχόμενος εἰς τὸν κόσμον
43N	6	15		31170	Ἰησοῦς οὖν γνοὺς ὅτι μέλλουσιν ἔρχεσθαι καὶ ἁρπάζειν αὐτὸν ἵνα ποιήσωσιν βασιλέα ἀνεχώρησεν πάλιν εἰς τὸ ὄρος αὐτὸς μόνος
43N	6	16		31180	Ὡς δὲ ὀψία ἐγένετο κατέβησαν οἱ μαθηταὶ αὐτοῦ ἐπὶ τὴν θάλασσαν
43N	6	17		31190	καὶ ἐμβάντες εἰς πλοῖον ἤρχοντο πέραν τῆς θαλάσσης εἰς Καφαρναούμ καὶ σκοτία ἤδη ἐγεγόνει καὶ οὔπω ἐληλύθει πρὸς αὐτοὺς ὁ Ἰησοῦς
43N	6	18		31200	ἥ τε θάλασσα ἀνέμου μεγάλου πνέοντος διεγείρετο
43N	6	19		31210	ἐληλακότες οὖν ὡς σταδίους εἴκοσι πέντε ἢ τριάκοντα θεωροῦσιν τὸν Ἰησοῦν περιπατοῦντα ἐπὶ τῆς θαλάσσης καὶ ἐγγὺς τοῦ πλοίου γινόμενον καὶ ἐφοβήθησαν
43N	6	20		31220	ὁ δὲ λέγει αὐτοῖς Ἐγώ εἰμι μὴ φοβεῖσθε
43N	6	21		31230	ἤθελον οὖν λαβεῖν αὐτὸν εἰς τὸ πλοῖον καὶ εὐθέως ἐγένετο τὸ πλοῖον ἐπὶ τῆς γῆς εἰς ἣν ὑπῆγον
43N	6	22		31240	Τῇ ἐπαύριον ὁ ὄχλος ὁ ἑστηκὼς πέραν τῆς θαλάσσης εἶδον ὅτι πλοιάριον ἄλλο οὐκ ἦν ἐκεῖ εἰ μὴ ἕν καὶ ὅτι οὐ συνεισῆλθεν τοῖς μαθηταῖς αὐτοῦ ὁ Ἰησοῦς εἰς τὸ πλοῖον ἀλλὰ μόνοι οἱ μαθηταὶ αὐτοῦ ἀπῆλθον
43N	6	23		31250	ἀλλὰ ἦλθεν πλοιάρια ἐκ Τιβεριάδος ἐγγὺς τοῦ τόπου ὅπου ἔφαγον τὸν ἄρτον εὐχαριστήσαντος τοῦ κυρίου
43N	6	24		31260	ὅτε οὖν εἶδεν ὁ ὄχλος ὅτι Ἰησοῦς οὐκ ἔστιν ἐκεῖ οὐδὲ οἱ μαθηταὶ αὐτοῦ ἐνέβησαν αὐτοὶ εἰς τὰ πλοιάρια καὶ ἦλθον εἰς Καφαρναοὺμ ζητοῦντες τὸν Ἰησοῦν
43N	6	25		31270	Καὶ εὑρόντες αὐτὸν πέραν τῆς θαλάσσης εἶπον αὐτῷ Ῥαββί πότε ὧδε γέγονας
43N	6	26		31280	ἀπεκρίθη αὐτοῖς ὁ Ἰησοῦς καὶ εἶπεν Ἀμὴν ἀμὴν λέγω ὑμῖν ζητεῖτέ με οὐχ ὅτι εἴδετε σημεῖα ἀλλ’ ὅτι ἐφάγετε ἐκ τῶν ἄρτων καὶ ἐχορτάσθητε
43N	6	27		31290	ἐργάζεσθε μὴ τὴν βρῶσιν τὴν ἀπολλυμένην ἀλλὰ τὴν βρῶσιν τὴν μένουσαν εἰς ζωὴν αἰώνιον ἣν ὁ υἱὸς τοῦ ἀνθρώπου ὑμῖν δώσει τοῦτον γὰρ ὁ πατὴρ ἐσφράγισεν ὁ θεός
43N	6	28		31300	εἶπον οὖν πρὸς αὐτόν Τί ποιῶμεν ἵνα ἐργαζώμεθα τὰ ἔργα τοῦ θεοῦ
43N	6	29		31310	ἀπεκρίθη ὁ Ἰησοῦς καὶ εἶπεν αὐτοῖς Τοῦτό ἐστιν τὸ ἔργον τοῦ θεοῦ ἵνα πιστεύητε εἰς ὃν ἀπέστειλεν ἐκεῖνος
43N	6	30		31320	εἶπον οὖν αὐτῷ Τί οὖν ποιεῖς σὺ σημεῖον ἵνα ἴδωμεν καὶ πιστεύσωμέν σοι τί ἐργάζῃ
43N	6	31		31330	οἱ πατέρες ἡμῶν τὸ μάννα ἔφαγον ἐν τῇ ἐρήμῳ καθώς ἐστιν γεγραμμένον Ἄρτον ἐκ τοῦ οὐρανοῦ ἔδωκεν αὐτοῖς φαγεῖν
43N	6	32		31340	εἶπεν οὖν αὐτοῖς ὁ Ἰησοῦς Ἀμὴν ἀμὴν λέγω ὑμῖν οὐ Μωϋσῆς δέδωκεν ὑμῖν τὸν ἄρτον ἐκ τοῦ οὐρανοῦ ἀλλ’ ὁ πατήρ μου δίδωσιν ὑμῖν τὸν ἄρτον ἐκ τοῦ οὐρανοῦ τὸν ἀληθινόν
43N	6	33		31350	ὁ γὰρ ἄρτος τοῦ θεοῦ ἐστιν ὁ καταβαίνων ἐκ τοῦ οὐρανοῦ καὶ ζωὴν διδοὺς τῷ κόσμῳ
43N	6	34		31360	εἶπον οὖν πρὸς αὐτόν Κύριε πάντοτε δὸς ἡμῖν τὸν ἄρτον τοῦτον
43N	6	35		31370	Εἶπεν αὐτοῖς ὁ Ἰησοῦς Ἐγώ εἰμι ὁ ἄρτος τῆς ζωῆς ὁ ἐρχόμενος πρὸς ἐμὲ οὐ μὴ πεινάσῃ καὶ ὁ πιστεύων εἰς ἐμὲ οὐ μὴ διψήσει πώποτε
43N	6	36		31380	ἀλλ’ εἶπον ὑμῖν ὅτι καὶ ἑωράκατέ με καὶ οὐ πιστεύετε
43N	6	37		31390	πᾶν ὃ δίδωσίν μοι ὁ πατὴρ πρὸς ἐμὲ ἥξει καὶ τὸν ἐρχόμενον πρός με οὐ μὴ ἐκβάλω ἔξω
43N	6	38		31400	ὅτι καταβέβηκα ἀπὸ τοῦ οὐρανοῦ οὐχ ἵνα ποιῶ τὸ θέλημα τὸ ἐμὸν ἀλλὰ τὸ θέλημα τοῦ πέμψαντός με
43N	6	39		31410	τοῦτο δέ ἐστιν τὸ θέλημα τοῦ πέμψαντός με ἵνα πᾶν ὃ δέδωκέν μοι μὴ ἀπολέσω ἐξ αὐτοῦ ἀλλὰ ἀναστήσω αὐτὸ τῇ ἐσχάτῃ ἡμέρᾳ
43N	6	40		31420	τοῦτο γάρ ἐστιν τὸ θέλημα τοῦ πατρός μου ἵνα πᾶς ὁ θεωρῶν τὸν υἱὸν καὶ πιστεύων εἰς αὐτὸν ἔχῃ ζωὴν αἰώνιον καὶ ἀναστήσω αὐτὸν ἐγὼ τῇ ἐσχάτῃ ἡμέρᾳ
43N	6	41		31430	Ἐγόγγυζον οὖν οἱ Ἰουδαῖοι περὶ αὐτοῦ ὅτι εἶπεν Ἐγώ εἰμι ὁ ἄρτος ὁ καταβὰς ἐκ τοῦ οὐρανοῦ
43N	6	42		31440	καὶ ἔλεγον Οὐχ οὗτός ἐστιν Ἰησοῦς ὁ υἱὸς Ἰωσήφ οὗ ἡμεῖς οἴδαμεν τὸν πατέρα καὶ τὴν μητέρα πῶς νῦν λέγει ὅτι Ἐκ τοῦ οὐρανοῦ καταβέβηκα
43N	6	43		31450	ἀπεκρίθη Ἰησοῦς καὶ εἶπεν αὐτοῖς Μὴ γογγύζετε μετ’ ἀλλήλων
43N	6	44		31460	οὐδεὶς δύναται ἐλθεῖν πρός με ἐὰν μὴ ὁ πατὴρ ὁ πέμψας με ἑλκύσῃ αὐτόν κἀγὼ ἀναστήσω αὐτὸν ἐν τῇ ἐσχάτῃ ἡμέρᾳ
43N	6	45		31470	ἔστιν γεγραμμένον ἐν τοῖς προφήταις Καὶ ἔσονται πάντες διδακτοὶ θεοῦ πᾶς ὁ ἀκούσας παρὰ τοῦ πατρὸς καὶ μαθὼν ἔρχεται πρὸς ἐμέ
43N	6	46		31480	οὐχ ὅτι τὸν πατέρα ἑώρακέν τις εἰ μὴ ὁ ὢν παρὰ τοῦ θεοῦ οὗτος ἑώρακεν τὸν πατέρα
43N	6	47		31490	ἀμὴν ἀμὴν λέγω ὑμῖν ὁ πιστεύων ἔχει ζωὴν αἰώνιον
43N	6	48		31500	ἐγώ εἰμι ὁ ἄρτος τῆς ζωῆς
43N	6	49		31510	οἱ πατέρες ὑμῶν ἔφαγον ἐν τῇ ἐρήμῳ τὸ μάννα καὶ ἀπέθανον
43N	6	50		31520	οὗτός ἐστιν ὁ ἄρτος ὁ ἐκ τοῦ οὐρανοῦ καταβαίνων ἵνα τις ἐξ αὐτοῦ φάγῃ καὶ μὴ ἀποθάνῃ
43N	6	51		31530	ἐγώ εἰμι ὁ ἄρτος ὁ ζῶν ὁ ἐκ τοῦ οὐρανοῦ καταβάς ἐάν τις φάγῃ ἐκ τούτου τοῦ ἄρτου ζήσει εἰς τὸν αἰῶνα καὶ ὁ ἄρτος δὲ ὃν ἐγὼ δώσω ἡ σάρξ μού ἐστιν ὑπὲρ τῆς τοῦ κόσμου ζωῆς
43N	6	52		31540	Ἐμάχοντο οὖν πρὸς ἀλλήλους οἱ Ἰουδαῖοι λέγοντες Πῶς δύναται οὗτος ἡμῖν δοῦναι τὴν σάρκα αὐτοῦ φαγεῖν
43N	6	53		31550	εἶπεν οὖν αὐτοῖς ὁ Ἰησοῦς Ἀμὴν ἀμὴν λέγω ὑμῖν ἐὰν μὴ φάγητε τὴν σάρκα τοῦ υἱοῦ τοῦ ἀνθρώπου καὶ πίητε αὐτοῦ τὸ αἷμα οὐκ ἔχετε ζωὴν ἐν ἑαυτοῖς
43N	6	54		31560	ὁ τρώγων μου τὴν σάρκα καὶ πίνων μου τὸ αἷμα ἔχει ζωὴν αἰώνιον κἀγὼ ἀναστήσω αὐτὸν τῇ ἐσχάτῃ ἡμέρᾳ
43N	6	55		31570	ἡ γὰρ σάρξ μου ἀληθής ἐστι βρῶσις καὶ τὸ αἷμά μου ἀληθής ἐστι πόσις
43N	6	56		31580	ὁ τρώγων μου τὴν σάρκα καὶ πίνων μου τὸ αἷμα ἐν ἐμοὶ μένει κἀγὼ ἐν αὐτῷ
43N	6	57		31590	καθὼς ἀπέστειλέν με ὁ ζῶν πατὴρ κἀγὼ ζῶ διὰ τὸν πατέρα καὶ ὁ τρώγων με κἀκεῖνος ζήσει δι’ ἐμέ
43N	6	58		31600	οὗτός ἐστιν ὁ ἄρτος ὁ ἐξ οὐρανοῦ καταβάς οὐ καθὼς ἔφαγον οἱ πατέρες καὶ ἀπέθανον ὁ τρώγων τοῦτον τὸν ἄρτον ζήσει εἰς τὸν αἰῶνα
43N	6	59		31610	ταῦτα εἶπεν ἐν συναγωγῇ διδάσκων ἐν Καφαρναούμ
43N	6	60		31620	Πολλοὶ οὖν ἀκούσαντες ἐκ τῶν μαθητῶν αὐτοῦ εἶπαν Σκληρός ἐστιν ὁ λόγος οὗτος τίς δύναται αὐτοῦ ἀκούειν
43N	6	61		31630	εἰδὼς δὲ ὁ Ἰησοῦς ἐν ἑαυτῷ ὅτι γογγύζουσιν περὶ τούτου οἱ μαθηταὶ αὐτοῦ εἶπεν αὐτοῖς Τοῦτο ὑμᾶς σκανδαλίζει
43N	6	62		31640	ἐὰν οὖν θεωρῆτε τὸν υἱὸν τοῦ ἀνθρώπου ἀναβαίνοντα ὅπου ἦν τὸ πρότερον
43N	6	63		31650	τὸ πνεῦμά ἐστιν τὸ ζῳοποιοῦν ἡ σὰρξ οὐκ ὠφελεῖ οὐδέν τὰ ῥήματα ἃ ἐγὼ λελάληκα ὑμῖν πνεῦμά ἐστιν καὶ ζωή ἐστιν
43N	6	64		31660	ἀλλὰ εἰσὶν ἐξ ὑμῶν τινες οἳ οὐ πιστεύουσιν ᾔδει γὰρ ἐξ ἀρχῆς ὁ Ἰησοῦς τίνες εἰσὶν οἱ μὴ πιστεύοντες καὶ τίς ἐστιν ὁ παραδώσων αὐτόν
43N	6	65		31670	καὶ ἔλεγεν Διὰ τοῦτο εἴρηκα ὑμῖν ὅτι οὐδεὶς δύναται ἐλθεῖν πρός με ἐὰν μὴ ᾖ δεδομένον αὐτῷ ἐκ τοῦ πατρός
43N	6	66		31680	Ἐκ τούτου πολλοὶ ἐκ τῶν μαθητῶν αὐτοῦ ἀπῆλθον εἰς τὰ ὀπίσω καὶ οὐκέτι μετ’ αὐτοῦ περιεπάτουν
43N	6	67		31690	εἶπεν οὖν ὁ Ἰησοῦς τοῖς δώδεκα Μὴ καὶ ὑμεῖς θέλετε ὑπάγειν
43N	6	68		31700	ἀπεκρίθη αὐτῷ Σίμων Πέτρος Κύριε πρὸς τίνα ἀπελευσόμεθα ῥήματα ζωῆς αἰωνίου ἔχεις
43N	6	69		31710	καὶ ἡμεῖς πεπιστεύκαμεν καὶ ἐγνώκαμεν ὅτι σὺ εἶ ὁ ἅγιος τοῦ θεοῦ
43N	6	70		31720	ἀπεκρίθη αὐτοῖς ὁ Ἰησοῦς Οὐκ ἐγὼ ὑμᾶς τοὺς δώδεκα ἐξελεξάμην καὶ ἐξ ὑμῶν εἷς διάβολός ἐστιν
43N	6	71		31730	ἔλεγεν δὲ τὸν Ἰούδαν Σίμωνος Ἰσκαριώτου οὗτος γὰρ ἔμελλεν παραδιδόναι αὐτόν εἷς ἐκ τῶν δώδεκα
43N	7	1		31740	Καὶ μετὰ ταῦτα περιεπάτει ὁ Ἰησοῦς ἐν τῇ Γαλιλαίᾳ οὐ γὰρ ἤθελεν ἐν τῇ Ἰουδαίᾳ περιπατεῖν ὅτι ἐζήτουν αὐτὸν οἱ Ἰουδαῖοι ἀποκτεῖναι
43N	7	2		31750	ἦν δὲ ἐγγὺς ἡ ἑορτὴ τῶν Ἰουδαίων ἡ σκηνοπηγία
43N	7	3		31760	εἶπον οὖν πρὸς αὐτὸν οἱ ἀδελφοὶ αὐτοῦ Μετάβηθι ἐντεῦθεν καὶ ὕπαγε εἰς τὴν Ἰουδαίαν ἵνα καὶ οἱ μαθηταί σου θεωρήσουσιν σοῦ τὰ ἔργα ἃ ποιεῖς
43N	7	4		31770	οὐδεὶς γάρ τι ἐν κρυπτῷ ποιεῖ καὶ ζητεῖ αὐτὸς ἐν παρρησίᾳ εἶναι εἰ ταῦτα ποιεῖς φανέρωσον σεαυτὸν τῷ κόσμῳ
43N	7	5		31780	οὐδὲ γὰρ οἱ ἀδελφοὶ αὐτοῦ ἐπίστευον εἰς αὐτόν
43N	7	6		31790	λέγει οὖν αὐτοῖς ὁ Ἰησοῦς Ὁ καιρὸς ὁ ἐμὸς οὔπω πάρεστιν ὁ δὲ καιρὸς ὁ ὑμέτερος πάντοτέ ἐστιν ἕτοιμος
43N	7	7		31800	οὐ δύναται ὁ κόσμος μισεῖν ὑμᾶς ἐμὲ δὲ μισεῖ ὅτι ἐγὼ μαρτυρῶ περὶ αὐτοῦ ὅτι τὰ ἔργα αὐτοῦ πονηρά ἐστιν
43N	7	8		31810	ὑμεῖς ἀνάβητε εἰς τὴν ἑορτήν ἐγὼ οὐκ ἀναβαίνω εἰς τὴν ἑορτὴν ταύτην ὅτι ὁ ἐμὸς καιρὸς οὔπω πεπλήρωται
43N	7	9		31820	ταῦτα δὲ εἰπὼν αὐτὸς ἔμεινεν ἐν τῇ Γαλιλαίᾳ
43N	7	10		31830	Ὡς δὲ ἀνέβησαν οἱ ἀδελφοὶ αὐτοῦ εἰς τὴν ἑορτήν τότε καὶ αὐτὸς ἀνέβη οὐ φανερῶς ἀλλὰ ὡς ἐν κρυπτῷ
43N	7	11		31840	οἱ οὖν Ἰουδαῖοι ἐζήτουν αὐτὸν ἐν τῇ ἑορτῇ καὶ ἔλεγον Ποῦ ἐστιν ἐκεῖνος
43N	7	12		31850	καὶ γογγυσμὸς περὶ αὐτοῦ ἦν πολὺς ἐν τοῖς ὄχλοις οἱ μὲν ἔλεγον ὅτι Ἀγαθός ἐστιν ἄλλοι δὲ ἔλεγον Οὔ ἀλλὰ πλανᾷ τὸν ὄχλον
43N	7	13		31860	οὐδεὶς μέντοι παρρησίᾳ ἐλάλει περὶ αὐτοῦ διὰ τὸν φόβον τῶν Ἰουδαίων
43N	7	14		31870	Ἤδη δὲ τῆς ἑορτῆς μεσούσης ἀνέβη Ἰησοῦς εἰς τὸ ἱερὸν καὶ ἐδίδασκεν
43N	7	15		31880	ἐθαύμαζον οὖν οἱ Ἰουδαῖοι λέγοντες Πῶς οὗτος γράμματα οἶδεν μὴ μεμαθηκώς
43N	7	16		31890	ἀπεκρίθη οὖν αὐτοῖς ὁ Ἰησοῦς καὶ εἶπεν Ἡ ἐμὴ διδαχὴ οὐκ ἔστιν ἐμὴ ἀλλὰ τοῦ πέμψαντός με
43N	7	17		31900	ἐάν τις θέλῃ τὸ θέλημα αὐτοῦ ποιεῖν γνώσεται περὶ τῆς διδαχῆς πότερον ἐκ τοῦ θεοῦ ἐστιν ἢ ἐγὼ ἀπ’ ἐμαυτοῦ λαλῶ
43N	7	18		31910	ὁ ἀφ’ ἑαυτοῦ λαλῶν τὴν δόξαν τὴν ἰδίαν ζητεῖ ὁ δὲ ζητῶν τὴν δόξαν τοῦ πέμψαντος αὐτὸν οὗτος ἀληθής ἐστιν καὶ ἀδικία ἐν αὐτῷ οὐκ ἔστιν
43N	7	19		31920	Οὐ Μωϋσῆς δέδωκεν ὑμῖν τὸν νόμον καὶ οὐδεὶς ἐξ ὑμῶν ποιεῖ τὸν νόμον τί με ζητεῖτε ἀποκτεῖναι
43N	7	20		31930	ἀπεκρίθη ὁ ὄχλος Δαιμόνιον ἔχεις τίς σε ζητεῖ ἀποκτεῖναι
43N	7	21		31940	ἀπεκρίθη Ἰησοῦς καὶ εἶπεν αὐτοῖς Ἓν ἔργον ἐποίησα καὶ πάντες θαυμάζετε
43N	7	22		31950	διὰ τοῦτο Μωϋσῆς δέδωκεν ὑμῖν τὴν περιτομήν οὐχ ὅτι ἐκ τοῦ Μωϋσέως ἐστὶν ἀλλ’ ἐκ τῶν πατέρων καὶ ἐν σαββάτῳ περιτέμνετε ἄνθρωπον
43N	7	23		31960	εἰ περιτομὴν λαμβάνει ἄνθρωπος ἐν σαββάτῳ ἵνα μὴ λυθῇ ὁ νόμος Μωϋσέως ἐμοὶ χολᾶτε ὅτι ὅλον ἄνθρωπον ὑγιῆ ἐποίησα ἐν σαββάτῳ
43N	7	24		31970	μὴ κρίνετε κατ’ ὄψιν ἀλλὰ τὴν δικαίαν κρίσιν κρίνετε
43N	7	25		31980	Ἔλεγον οὖν τινες ἐκ τῶν Ἱεροσολυμιτῶν Οὐχ οὗτός ἐστιν ὃν ζητοῦσιν ἀποκτεῖναι
43N	7	26		31990	καὶ ἴδε παρρησίᾳ λαλεῖ καὶ οὐδὲν αὐτῷ λέγουσιν μήποτε ἀληθῶς ἔγνωσαν οἱ ἄρχοντες ὅτι οὗτός ἐστιν ὁ χριστός
43N	7	27		32000	ἀλλὰ τοῦτον οἴδαμεν πόθεν ἐστίν ὁ δὲ χριστὸς ὅταν ἔρχηται οὐδεὶς γινώσκει πόθεν ἐστίν
43N	7	28		32010	ἔκραξεν οὖν ἐν τῷ ἱερῷ διδάσκων ὁ Ἰησοῦς καὶ λέγων Κἀμὲ οἴδατε καὶ οἴδατε πόθεν εἰμί καὶ ἀπ’ ἐμαυτοῦ οὐκ ἐλήλυθα ἀλλ’ ἔστιν ἀληθινὸς ὁ πέμψας με ὃν ὑμεῖς οὐκ οἴδατε
43N	7	29		32020	ἐγὼ οἶδα αὐτόν ὅτι παρ’ αὐτοῦ εἰμι κἀκεῖνός με ἀπέστειλεν
43N	7	30		32030	ἐζήτουν οὖν αὐτὸν πιάσαι καὶ οὐδεὶς ἐπέβαλεν ἐπ’ αὐτὸν τὴν χεῖρα ὅτι οὔπω ἐληλύθει ἡ ὥρα αὐτοῦ
43N	7	31		32040	ἐκ τοῦ ὄχλου δὲ πολλοὶ ἐπίστευσαν εἰς αὐτόν καὶ ἔλεγον Ὁ χριστὸς ὅταν ἔλθῃ μὴ πλείονα σημεῖα ποιήσει ὧν οὗτος ἐποίησεν
43N	7	32		32050	Ἤκουσαν οἱ Φαρισαῖοι τοῦ ὄχλου γογγύζοντος περὶ αὐτοῦ ταῦτα καὶ ἀπέστειλαν οἱ ἀρχιερεῖς καὶ οἱ Φαρισαῖοι ὑπηρέτας ἵνα πιάσωσιν αὐτόν
43N	7	33		32060	εἶπεν οὖν ὁ Ἰησοῦς Ἔτι χρόνον μικρὸν μεθ’ ὑμῶν εἰμι καὶ ὑπάγω πρὸς τὸν πέμψαντά με
43N	7	34		32070	ζητήσετέ με καὶ οὐχ εὑρήσετέ καὶ ὅπου εἰμὶ ἐγὼ ὑμεῖς οὐ δύνασθε ἐλθεῖν
43N	7	35		32080	εἶπον οὖν οἱ Ἰουδαῖοι πρὸς ἑαυτούς Ποῦ οὗτος μέλλει πορεύεσθαι ὅτι ἡμεῖς οὐχ εὑρήσομεν αὐτόν μὴ εἰς τὴν διασπορὰν τῶν Ἑλλήνων μέλλει πορεύεσθαι καὶ διδάσκειν τοὺς Ἕλληνας
43N	7	36		32090	τίς ἐστιν ὁ λόγος οὗτος ὃν εἶπε Ζητήσετέ με καὶ οὐχ εὑρήσετέ καὶ ὅπου εἰμὶ ἐγὼ ὑμεῖς οὐ δύνασθε ἐλθεῖν
43N	7	37		32100	Ἐν δὲ τῇ ἐσχάτῃ ἡμέρᾳ τῇ μεγάλῃ τῆς ἑορτῆς εἱστήκει ὁ Ἰησοῦς καὶ ἔκραξεν λέγων Ἐάν τις διψᾷ ἐρχέσθω πρός με καὶ πινέτω
43N	7	38		32110	ὁ πιστεύων εἰς ἐμέ καθὼς εἶπεν ἡ γραφή ποταμοὶ ἐκ τῆς κοιλίας αὐτοῦ ῥεύσουσιν ὕδατος ζῶντος
43N	7	39		32120	τοῦτο δὲ εἶπεν περὶ τοῦ πνεύματος οὗ ἔμελλον λαμβάνειν οἱ πιστεύσαντες εἰς αὐτόν οὔπω γὰρ ἦν πνεῦμα ὅτι Ἰησοῦς οὐδέπω ἐδοξάσθη
43N	7	40		32130	Ἐκ τοῦ ὄχλου οὖν ἀκούσαντες τῶν λόγων τούτων ἔλεγον Οὗτός ἐστιν ἀληθῶς ὁ προφήτης
43N	7	41		32140	ἄλλοι ἔλεγον Οὗτός ἐστιν ὁ χριστός οἱ δὲ ἔλεγον Μὴ γὰρ ἐκ τῆς Γαλιλαίας ὁ χριστὸς ἔρχεται
43N	7	42		32150	οὐχ ἡ γραφὴ εἶπεν ὅτι ἐκ τοῦ σπέρματος Δαυὶδ καὶ ἀπὸ Βηθλέεμ τῆς κώμης ὅπου ἦν Δαυὶδ ἔρχεται ὁ χριστός
43N	7	43		32160	σχίσμα οὖν ἐγένετο ἐν τῷ ὄχλῳ δι’ αὐτόν
43N	7	44		32170	τινὲς δὲ ἤθελον ἐξ αὐτῶν πιάσαι αὐτόν ἀλλ’ οὐδεὶς ἐπέβαλεν ἐπ’ αὐτὸν τὰς χεῖρας
43N	7	45		32180	Ἦλθον οὖν οἱ ὑπηρέται πρὸς τοὺς ἀρχιερεῖς καὶ Φαρισαίους καὶ εἶπον αὐτοῖς ἐκεῖνοι Διὰ τί οὐκ ἠγάγετε αὐτόν
43N	7	46		32190	ἀπεκρίθησαν οἱ ὑπηρέται Οὐδέποτε ἐλάλησεν οὕτως ἄνθρωπος
43N	7	47		32200	ἀπεκρίθησαν οὖν αὐτοῖς οἱ Φαρισαῖοι Μὴ καὶ ὑμεῖς πεπλάνησθε
43N	7	48		32210	μή τις ἐκ τῶν ἀρχόντων ἐπίστευσεν εἰς αὐτὸν ἢ ἐκ τῶν Φαρισαίων
43N	7	49		32220	ἀλλὰ ὁ ὄχλος οὗτος ὁ μὴ γινώσκων τὸν νόμον ἐπάρατοί εἰσιν
43N	7	50		32230	λέγει Νικόδημος πρὸς αὐτούς ὁ ἐλθὼν πρὸς αὐτὸν πρότερον εἷς ὢν ἐξ αὐτῶν
43N	7	51		32240	Μὴ ὁ νόμος ἡμῶν κρίνει τὸν ἄνθρωπον ἐὰν μὴ ἀκούσῃ πρῶτον παρ’ αὐτοῦ καὶ γνῷ τί ποιεῖ
43N	7	52		32250	ἀπεκρίθησαν καὶ εἶπαν αὐτῷ Μὴ καὶ σὺ ἐκ τῆς Γαλιλαίας εἶ ἐραύνησον καὶ ἴδε ὅτι ἐκ τῆς Γαλιλαίας προφήτης οὐκ ἐγείρεται
